,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
5245,0,2,3,0,7,2,4,5540,0,65,0,0,1,207,24.0,,8,1,0,2,30,11067
5246,0,1,2,2,3,1,2,5547,0,46,0,0,1,217,25.0,2017.0,14,1,1,4,19,19062
5247,0,1,2,2,7,1,3,5345,0,48,0,0,1,60,37.0,2019.0,5,0,0,2,19,7133
5248,0,1,3,3,0,2,4,4439,1,46,0,0,0,128,30.0,,25,0,2,2,26,28134
5249,0,1,2,1,7,0,2,4332,0,25,0,0,1,163,30.0,2021.0,7,0,4,1,32,9059
5250,0,0,1,4,3,3,3,3701,0,40,0,0,0,162,26.0,2001.0,24,1,4,2,10,31121
5251,0,2,2,0,4,3,2,5573,1,63,0,0,0,233,17.0,,13,0,0,5,21,17102
5252,1,0,1,5,7,2,2,5907,1,48,0,0,0,118,31.0,,6,1,4,6,28,8057
5253,0,0,1,5,1,0,2,4394,1,40,0,0,0,137,24.0,,35,0,1,3,28,46136
5254,0,1,3,1,2,0,3,4369,0,29,0,0,1,125,23.0,,34,0,3,2,1,40127
5255,0,1,1,3,8,0,4,4361,0,56,0,0,1,163,35.0,2007.0,25,1,1,6,26,32144
5256,0,2,1,0,4,0,3,4830,0,36,0,0,1,106,25.0,1999.0,38,1,2,5,16,49104
5257,0,0,3,4,0,0,3,4820,0,32,0,0,1,98,30.0,,13,0,2,6,10,16090
5258,0,0,3,5,4,0,6,5070,0,36,0,0,0,110,36.0,2020.0,8,0,0,2,6,10078
5259,0,0,2,4,4,0,1,4975,1,69,0,0,0,60,16.0,2013.0,19,0,2,1,25,24089
5260,0,1,2,1,3,0,3,4301,0,31,1,0,1,227,28.0,1998.0,30,1,4,6,32,40083
5261,0,0,3,5,3,3,4,5515,0,29,0,0,0,66,27.0,2008.0,19,1,1,5,6,24128
5262,0,0,3,5,3,0,4,5581,0,41,0,0,1,157,28.0,1998.0,38,1,0,4,6,53085
5263,0,2,2,5,5,0,2,6428,1,59,0,0,1,99,26.0,,18,1,1,5,2,23061
5264,0,1,3,1,0,2,4,4448,1,49,0,0,0,55,18.0,,25,0,2,3,12,28065
5265,0,1,3,2,4,0,4,4451,0,59,1,0,1,243,40.0,2007.0,18,0,2,6,19,23056
5266,0,0,1,5,8,2,3,4558,1,18,0,0,1,129,39.0,,4,0,2,6,23,5119
5267,0,0,1,5,1,1,2,6527,1,34,0,0,0,99,18.0,,30,1,2,3,28,36134
5268,0,1,3,1,0,0,3,4331,0,68,0,0,1,177,31.0,,18,0,2,6,18,22063
5269,0,2,1,5,0,2,3,5374,0,44,0,0,1,130,28.0,,20,0,2,2,8,23133
5270,0,0,1,4,0,1,2,6107,0,17,0,0,1,165,32.0,,28,0,0,4,24,36073
5271,0,1,3,1,3,0,4,5243,0,44,0,0,1,146,29.0,2002.0,25,0,0,2,1,32120
5272,0,0,1,5,5,0,3,5701,1,17,0,0,0,240,46.0,2013.0,15,0,2,5,23,18065
5273,0,0,0,4,4,0,4,4846,1,16,0,0,0,201,22.0,2002.0,34,0,3,4,14,40147
5274,0,2,1,0,1,0,4,4250,0,36,0,0,1,57,24.0,,5,0,2,2,21,6148
5275,0,1,2,1,3,0,2,4516,0,57,0,0,1,101,35.0,2008.0,17,0,3,4,22,20100
5276,0,1,3,2,1,2,2,4565,1,33,0,1,0,82,25.0,,26,0,4,4,19,34077
5277,0,2,1,5,8,0,3,4249,0,69,1,0,1,174,20.0,2001.0,19,0,3,6,8,22142
5278,0,0,1,5,0,1,2,4715,0,65,1,1,1,121,33.0,,21,0,0,5,29,28113
5279,0,2,3,0,4,1,2,4428,0,49,0,0,1,177,24.0,2012.0,18,1,1,6,3,23082
5280,0,2,2,5,5,0,3,3715,0,20,1,0,1,117,25.0,2011.0,15,1,2,6,9,18071
5281,0,0,1,5,0,0,2,4899,0,64,0,0,1,94,29.0,,20,0,1,6,6,26060
5282,1,0,1,5,0,0,2,6350,0,34,0,1,1,250,,,24,0,1,5,6,30077
5283,0,0,1,5,4,1,3,5406,1,45,0,0,1,151,33.0,2008.0,19,0,2,6,28,23105
5284,0,1,2,2,8,0,2,5698,0,59,0,0,1,168,38.0,,12,0,2,6,27,14079
5285,0,2,3,0,7,0,3,3551,0,66,0,0,1,190,31.0,2010.0,18,1,1,2,3,23106
5286,0,1,1,2,7,0,2,5480,1,51,0,0,1,101,41.0,2021.0,4,0,0,2,27,5057
5287,0,0,1,5,4,0,4,4005,0,61,0,0,1,269,28.0,2008.0,22,0,2,3,23,28069
5288,0,0,3,4,3,0,8,6490,0,44,0,0,0,116,37.0,1998.0,35,1,0,4,25,49140
5289,0,1,1,1,7,0,2,4386,0,46,1,0,1,182,33.0,2015.0,21,1,0,4,22,31057
5290,0,1,1,3,7,0,4,6108,1,37,0,0,1,81,20.0,2004.0,31,0,3,6,26,38108
5291,0,0,1,5,1,0,4,5285,0,31,0,0,0,182,28.0,,29,0,4,2,28,37135
5292,0,0,3,4,6,0,6,5771,0,51,0,0,1,109,32.0,2001.0,27,1,0,2,14,35108
5293,0,0,1,4,4,0,3,4449,1,26,0,0,0,135,37.0,2006.0,23,0,3,3,17,27086
5294,1,0,2,4,8,2,3,4635,0,26,0,0,0,116,23.0,,15,0,3,5,14,18082
5295,0,2,3,5,1,0,3,4792,0,54,0,0,0,106,36.0,,14,0,2,4,15,17129
5296,0,0,1,4,6,2,2,4979,0,67,0,0,1,260,18.0,,4,1,1,4,24,5065
5297,1,0,1,4,4,1,4,5438,1,50,0,0,1,133,,,22,1,1,6,17,29110
5298,0,1,3,3,1,0,2,7530,1,28,0,0,0,243,42.0,,20,0,0,5,26,26070
5299,0,1,2,3,0,0,2,5783,0,42,0,0,1,189,29.0,,17,0,0,5,26,23108
5300,0,2,3,0,5,0,2,5438,0,29,0,0,1,129,30.0,2015.0,12,0,4,3,21,15076
5301,0,0,3,4,1,0,4,4504,1,54,0,0,0,211,25.0,,16,0,4,6,14,21063
5302,0,0,1,5,8,0,3,4491,1,61,0,0,1,235,27.0,1999.0,23,0,3,4,6,27102
5303,0,2,3,0,3,0,5,5230,1,25,0,0,1,158,,1999.0,26,0,4,6,21,35086
5304,0,2,2,0,1,0,2,4412,1,55,0,0,1,150,27.0,,22,1,1,3,21,31117
5305,0,1,1,1,3,0,2,6140,1,52,0,0,1,268,29.0,,15,1,1,4,12,20129
5306,0,0,2,4,4,1,3,4112,1,31,0,0,1,57,32.0,2014.0,21,1,3,4,10,25150
5307,0,1,2,2,8,0,2,3334,0,63,0,1,1,240,37.0,2013.0,12,0,3,5,19,14136
5308,0,1,1,2,3,0,2,4477,1,54,0,0,1,252,32.0,1998.0,34,1,1,5,27,48138
5309,0,2,2,5,8,0,2,7233,0,58,0,0,1,148,22.0,2000.0,27,0,2,5,2,32060
5310,0,2,1,0,6,0,3,4006,0,37,0,0,1,58,28.0,2002.0,31,0,4,4,3,40113
5311,0,1,2,1,8,0,2,6367,0,51,0,0,0,87,38.0,2009.0,18,1,2,6,22,21088
5312,0,0,1,5,8,1,3,4628,1,63,0,0,1,227,33.0,2020.0,4,0,4,3,28,6122
5313,0,0,3,4,5,0,3,4166,0,70,0,0,1,264,33.0,2015.0,16,1,1,3,14,24089
5314,0,0,3,5,8,0,4,4400,0,42,0,0,1,156,29.0,2013.0,14,1,0,2,23,20116
5315,0,2,1,5,1,1,3,4852,0,56,0,0,0,135,49.0,,20,1,3,6,9,24079
5316,1,1,3,1,3,0,4,3003,0,51,1,0,1,81,40.0,1997.0,24,0,4,4,12,30081
5317,0,1,3,3,6,3,2,4555,1,21,0,0,0,132,16.0,,0,0,5,0,11,3143
5318,0,0,1,5,7,0,2,4701,1,24,0,0,1,237,24.0,2017.0,13,0,3,6,23,16149
5319,0,0,2,5,1,0,2,7127,1,25,0,0,0,210,,,0,0,5,0,29,3080
5320,0,0,1,5,1,0,4,4908,1,63,0,0,0,199,25.0,,36,0,1,2,6,49085
5321,1,1,3,3,1,3,2,4630,0,44,0,0,1,219,31.0,,15,1,4,6,11,20112
5322,0,2,2,0,0,4,2,5062,0,58,1,0,1,173,44.0,,25,0,0,5,21,32107
5323,0,1,2,1,1,0,3,5542,1,70,0,0,0,169,28.0,,8,0,4,2,32,11089
5324,0,0,3,5,4,0,2,5173,1,62,0,0,1,76,29.0,2020.0,5,0,2,2,23,6061
5325,1,0,3,4,3,0,4,4552,1,15,0,0,0,256,16.0,2003.0,28,1,4,6,14,39124
5326,0,0,3,4,5,2,5,3944,0,35,0,0,1,139,30.0,2006.0,31,1,1,5,14,41059
5327,0,0,2,4,6,1,3,4052,0,29,0,0,1,67,36.0,1999.0,30,0,3,5,14,36059
5328,0,2,2,5,3,0,2,4065,0,37,0,0,1,173,31.0,2000.0,29,0,2,6,9,36088
5329,0,0,3,5,4,3,2,5773,1,23,0,0,0,159,23.0,2020.0,5,1,4,1,23,7081
5330,0,0,3,4,7,2,3,4837,1,57,0,0,1,244,31.0,,15,0,0,3,24,18091
5331,0,1,2,3,1,4,4,4347,0,59,0,0,0,184,26.0,,20,0,4,4,26,25098
5332,0,1,1,3,7,0,2,5130,1,17,0,0,0,153,27.0,2022.0,0,0,5,0,26,6147
5333,0,1,3,3,0,0,4,5065,1,51,0,0,1,112,32.0,,18,0,1,3,11,22115
5334,0,1,3,3,8,3,2,4591,0,30,0,0,0,119,21.0,,16,0,0,3,26,20129
5335,0,1,2,1,8,0,2,5546,1,38,0,0,1,209,28.0,,15,1,2,5,22,18066
5336,0,1,3,2,8,3,5,4001,0,24,0,0,1,78,21.0,2000.0,24,1,4,4,19,30065
5337,0,0,1,4,3,2,3,4749,1,61,0,0,1,130,23.0,,18,0,0,3,17,23073
5338,0,1,1,2,5,0,2,4857,1,46,0,0,1,184,34.0,,9,0,4,4,19,11138
5339,0,2,3,5,0,0,4,3930,1,48,0,0,1,119,26.0,,18,0,3,2,8,20082
5340,1,1,2,2,1,4,3,4610,0,28,0,1,1,222,29.0,,8,1,1,2,27,10106
5341,1,0,1,5,7,0,2,4759,1,55,0,0,1,231,29.0,2012.0,18,1,4,6,6,24142
5342,0,1,1,2,4,1,4,5514,1,69,0,0,0,215,,,18,1,4,5,27,23116
5343,1,0,3,4,1,0,3,4655,1,45,0,0,0,98,28.0,,31,0,3,6,10,39078
5344,0,1,1,2,1,1,3,4888,1,37,1,0,1,121,25.0,,27,0,4,2,27,35076
5345,0,2,2,5,8,0,2,5202,0,18,1,0,1,184,28.0,2015.0,17,0,3,4,2,21129
5346,0,1,3,3,1,0,4,6798,0,54,0,1,1,174,29.0,,24,0,4,3,26,31115
5347,0,1,3,3,6,1,3,4762,1,47,0,0,0,253,22.0,2023.0,0,0,5,0,26,6103
5348,0,1,3,2,7,0,4,3351,0,41,0,0,1,80,34.0,1997.0,24,0,4,3,19,31077
5349,1,1,2,2,4,0,4,3867,0,18,0,0,1,260,23.0,2018.0,6,1,4,2,19,7116
5350,0,0,3,5,4,2,4,6385,0,32,0,0,0,238,16.0,,23,0,3,5,23,27056
5351,0,1,1,2,8,0,3,5037,0,19,0,1,1,271,32.0,2020.0,6,0,0,2,27,7058
5352,0,2,1,5,7,0,2,5429,0,41,0,0,1,181,32.0,2012.0,21,0,2,1,13,27128
5353,0,0,3,4,8,0,2,5839,1,45,0,0,0,251,18.0,2021.0,0,0,5,0,10,14119
5354,0,1,3,3,1,0,7,4185,0,43,0,0,1,154,29.0,,34,0,4,3,11,46082
5355,0,0,3,5,2,0,4,3807,1,31,0,0,0,111,26.0,,26,0,2,5,23,32145
5356,0,1,1,1,5,0,4,3366,0,29,0,0,1,191,22.0,1998.0,26,0,3,4,12,30074
5357,0,0,1,5,8,0,2,4194,0,60,1,0,1,200,26.0,2022.0,4,0,2,1,28,5132
5358,0,0,2,5,7,1,3,5029,1,61,0,0,1,85,56.0,2014.0,10,0,3,6,29,12151
5359,0,0,2,4,5,0,1,2314,0,45,0,0,1,239,28.0,2008.0,17,0,2,2,14,21146
5360,0,1,2,1,7,1,3,5010,1,47,0,0,1,89,27.0,2011.0,25,1,1,1,12,34076
5361,0,0,3,4,3,0,3,4087,0,70,0,0,1,98,27.0,2013.0,14,0,2,5,14,18129
5362,0,1,3,1,4,1,4,5357,1,37,0,0,1,108,24.0,2012.0,23,1,2,2,1,28088
5363,1,2,0,5,6,0,4,6813,1,52,0,1,1,191,26.0,2005.0,31,0,2,2,15,38151
5364,0,0,3,4,0,0,4,3813,0,21,1,1,1,181,32.0,,11,0,3,5,10,14145
5365,0,0,1,5,1,0,4,5178,0,26,0,0,1,133,26.0,,10,0,0,4,29,13072
5366,0,0,1,5,0,0,3,4676,0,29,0,0,1,235,34.0,,21,0,2,2,28,27094
5367,0,1,3,1,4,5,4,3603,0,33,0,0,1,163,23.0,,11,0,0,5,12,14134
5368,0,0,2,4,7,1,2,5022,0,23,0,0,1,127,22.0,,5,0,4,4,25,6113
5369,0,1,1,1,1,1,2,4407,1,22,0,0,0,185,18.0,,8,0,3,4,1,9151
5370,1,1,1,1,4,0,2,7053,1,34,0,0,0,121,21.0,,15,1,0,5,12,19141
5371,0,1,0,3,4,0,3,4125,0,43,0,0,1,140,31.0,1998.0,27,0,4,4,26,33084
5372,0,2,2,0,7,0,4,4489,1,24,0,0,0,103,22.0,2007.0,17,1,3,3,21,20102
5373,0,0,1,4,6,1,4,4738,1,47,0,0,0,63,24.0,,6,0,0,1,25,7123
5374,0,0,1,4,8,2,5,6934,1,70,0,0,1,75,30.0,2005.0,30,1,1,4,24,40064
5375,0,1,1,2,4,0,3,6113,1,52,0,0,1,152,,2008.0,20,1,1,3,27,25107
5376,0,0,1,4,1,0,4,3794,0,69,0,0,1,132,25.0,,20,0,3,4,24,25062
5377,0,2,3,5,6,3,5,5975,0,51,0,1,1,192,37.0,,16,0,0,6,9,20057
5378,0,0,3,5,5,0,3,3292,1,64,0,0,0,142,16.0,1997.0,32,0,3,4,23,40068
5379,0,1,2,1,0,0,2,8472,0,49,0,0,1,107,23.0,,9,0,4,4,1,12068
5380,0,0,3,4,0,2,3,3535,0,27,0,0,0,146,43.0,,13,0,0,2,10,17110
5381,0,1,2,3,3,0,2,3024,0,43,0,0,1,84,57.0,2012.0,21,0,3,3,26,26079
5382,0,2,2,5,4,0,2,6161,0,38,0,0,1,111,34.0,,13,1,3,6,9,16110
5383,0,1,3,3,5,2,4,4497,0,67,0,0,0,265,23.0,,7,0,4,2,26,8079
5384,0,2,3,5,7,0,6,3305,1,52,0,0,0,210,19.0,2009.0,18,1,2,5,9,21143
5385,0,1,0,2,3,0,6,4774,1,22,1,0,1,237,33.0,2012.0,20,1,0,1,27,26068
5386,0,1,1,3,0,1,4,3883,1,58,0,0,1,114,30.0,,30,0,4,5,26,40076
5387,0,1,3,3,3,0,2,5257,0,58,0,0,1,62,26.0,2002.0,22,0,0,5,26,27091
5388,0,1,3,3,5,0,6,3414,0,38,0,0,1,149,20.0,2020.0,8,1,2,1,11,9131
5389,0,2,2,0,0,1,2,4910,0,45,0,0,0,59,32.0,,20,0,4,5,21,25144
5390,0,0,1,4,0,1,4,6983,0,23,0,0,1,228,26.0,,16,0,1,3,14,20147
5391,0,1,3,2,7,0,3,4718,0,46,0,0,1,77,23.0,2013.0,17,1,1,3,19,25137
5392,1,0,2,4,8,0,2,4944,1,48,0,0,0,76,25.0,2001.0,39,0,4,4,10,53061
5393,1,2,1,0,1,4,3,5889,0,50,0,0,1,187,25.0,,14,0,3,3,30,17099
5394,0,1,2,1,5,0,2,5703,1,47,1,0,1,151,34.0,2017.0,18,0,0,3,32,26103
5395,0,2,3,0,5,0,5,4504,1,55,0,0,0,98,18.0,2007.0,22,1,1,5,30,31102
5396,0,0,2,5,3,2,3,5275,0,59,0,0,1,144,27.0,1998.0,23,1,2,5,29,28136
5397,0,0,3,4,7,1,3,5184,1,66,0,0,1,70,37.0,2018.0,6,1,4,3,10,8135
5398,0,1,2,2,0,0,2,2686,1,20,0,0,1,242,30.0,,27,0,2,3,19,31098
5399,1,1,1,1,5,3,4,3998,0,55,0,0,1,170,35.0,,6,1,1,1,22,8103
5400,0,0,3,5,0,0,4,4716,1,18,0,0,0,112,38.0,,19,0,4,2,23,24060
5401,0,0,3,4,4,0,4,3457,0,33,0,0,1,131,33.0,2003.0,30,1,1,4,10,42121
5402,0,1,1,1,0,0,3,4483,1,41,0,0,0,137,17.0,,4,0,4,2,12,5068
5403,0,1,3,2,8,0,4,4757,1,64,1,0,1,237,,,4,0,3,3,19,4146
5404,0,1,3,3,3,0,4,4729,1,15,0,0,1,251,23.0,2015.0,15,1,0,6,11,22136
5405,0,0,1,5,5,0,2,5472,0,45,0,0,1,108,30.0,2018.0,7,0,2,2,28,9103
5406,0,2,0,5,7,1,6,6547,1,16,0,0,0,84,23.0,2011.0,18,1,2,2,15,21116
5407,0,0,1,5,3,0,4,4307,1,26,0,0,1,63,35.0,2000.0,25,1,3,4,6,30070
5408,0,0,3,5,7,2,2,4581,0,66,0,0,1,270,29.0,2002.0,24,1,1,4,6,31113
5409,0,0,1,5,1,1,2,8158,1,66,0,0,0,151,17.0,,9,0,0,5,23,12132
5410,0,0,1,5,3,0,2,6138,1,44,0,0,1,189,36.0,2017.0,6,0,3,4,7,7151
5411,0,1,2,2,8,0,2,5242,0,31,0,0,1,248,24.0,2007.0,23,1,3,2,19,27090
5412,0,1,1,3,4,0,4,3660,1,49,0,0,1,149,37.0,2015.0,9,0,0,4,26,12134
5413,0,1,2,3,5,0,4,4988,0,30,0,0,1,173,28.0,2015.0,21,0,3,2,26,26091
5414,0,1,2,2,5,0,2,4688,0,36,0,0,1,230,27.0,2018.0,5,0,4,6,19,6056
5415,0,2,1,0,4,1,2,4538,0,49,0,0,1,126,36.0,,20,1,1,4,3,26113
5416,0,2,1,0,6,0,3,6367,0,63,0,0,1,131,29.0,2011.0,16,0,4,5,30,21068
5417,0,1,3,2,7,0,4,4165,0,50,0,0,1,247,31.0,2013.0,13,0,4,4,19,16076
5418,0,0,2,4,4,0,2,4379,0,69,0,0,1,214,27.0,2002.0,38,1,1,4,25,54106
5419,0,2,3,5,4,3,4,3799,0,16,0,0,1,128,44.0,,16,1,3,5,8,20114
5420,0,1,2,3,0,1,2,5700,0,31,0,0,1,262,35.0,,10,0,2,6,26,12136
5421,0,0,1,5,1,0,2,6001,0,29,0,0,1,231,49.0,,4,0,3,1,23,5071
5422,0,1,3,3,6,0,3,5253,1,15,0,0,1,156,31.0,2006.0,33,0,3,2,26,41077
5423,0,1,1,3,8,1,3,4302,0,65,0,0,1,132,28.0,2019.0,9,0,2,2,26,10090
5424,0,0,3,5,4,0,4,5996,0,65,0,0,1,151,25.0,2007.0,24,1,3,4,6,29137
5425,0,2,3,5,3,0,4,4897,0,23,0,0,1,86,31.0,2021.0,4,1,4,2,8,6081
5426,0,0,1,5,0,0,2,4354,0,42,0,0,0,78,25.0,,14,0,2,5,23,16091
5427,0,1,3,1,2,0,2,5416,0,26,0,0,1,93,25.0,,29,0,2,6,18,35080
5428,0,1,3,3,0,0,3,3251,1,15,0,0,0,259,17.0,,20,0,4,4,26,25094
5429,0,0,3,4,0,0,4,4165,1,65,0,0,1,163,26.0,,16,0,2,6,14,19137
5430,0,1,3,3,2,0,3,3708,1,37,0,0,0,220,17.0,,12,0,3,5,11,14106
5431,0,1,3,3,7,0,3,4980,0,35,0,0,0,80,21.0,,11,1,4,6,11,14126
5432,0,1,2,1,6,2,2,5213,0,17,0,0,0,161,22.0,,25,0,3,4,1,29123
5433,0,1,2,3,4,1,2,5336,1,36,1,0,1,209,38.0,2001.0,34,1,2,4,11,41131
5434,0,1,1,1,8,0,2,2589,1,56,0,0,0,258,19.0,2007.0,20,1,1,5,12,29101
5435,0,2,3,5,1,1,4,5928,0,60,0,1,1,241,30.0,,6,0,2,5,9,8097
5436,0,1,3,2,1,0,5,4002,0,17,1,0,1,215,33.0,,24,0,0,2,19,30119
5437,0,0,3,4,7,0,2,5132,0,43,0,0,1,173,29.0,,11,1,3,1,14,13066
5438,0,2,3,5,1,0,4,3778,1,32,0,0,1,131,37.0,,19,0,4,4,9,25108
5439,0,1,3,3,6,2,4,4362,1,26,0,0,0,111,20.0,,16,0,4,4,26,21070
5440,0,0,1,5,0,1,2,6158,1,67,1,1,1,72,31.0,,5,0,1,3,28,6081
5441,0,1,1,3,1,0,2,6111,0,59,0,0,1,164,32.0,,15,0,1,2,26,21076
5442,1,1,1,1,6,0,2,4605,0,31,0,0,1,252,32.0,2015.0,11,0,2,2,12,14062
5443,0,0,1,5,3,0,3,5241,0,27,0,0,1,132,28.0,2006.0,29,0,3,2,23,36121
5444,1,1,3,1,3,0,1,5976,0,37,0,0,1,73,27.0,2013.0,19,0,2,4,1,24128
5445,0,1,3,3,7,0,3,5890,0,18,0,0,1,202,17.0,2017.0,11,0,3,3,11,14104
5446,0,2,1,5,6,1,4,4935,0,33,0,0,1,60,22.0,2003.0,28,1,1,3,13,37151
5447,0,1,0,3,3,0,2,4632,0,69,0,0,1,180,28.0,2012.0,14,0,4,6,26,20060
5448,0,1,3,2,0,0,3,4742,0,68,0,1,1,153,55.0,,25,0,1,2,19,31138
5449,0,1,3,3,3,0,2,4798,0,16,0,0,1,234,30.0,2013.0,19,1,1,6,11,27063
5450,0,0,3,4,3,0,2,4488,0,54,0,0,1,165,24.0,2017.0,5,0,3,5,25,6084
5451,0,1,2,2,2,0,2,7933,1,62,0,0,1,99,35.0,,16,0,4,6,27,21088
5452,0,1,2,1,8,3,2,4698,0,41,0,0,0,112,41.0,,20,0,0,4,32,26059
5453,0,2,2,5,4,0,3,4858,1,24,0,0,0,140,20.0,2016.0,20,0,0,3,2,28123
5454,0,0,1,5,3,0,2,5489,1,22,0,0,1,227,33.0,2022.0,0,0,5,0,7,5143
5455,0,0,1,5,6,1,3,4648,0,31,0,0,1,202,29.0,,12,0,2,2,23,13109
5456,0,1,1,1,8,0,2,4674,1,60,0,0,1,193,42.0,2011.0,23,1,1,3,1,32149
5457,0,1,2,1,8,3,2,4112,1,50,0,0,1,177,21.0,,9,1,3,4,32,11095
5458,0,0,2,5,1,0,2,5048,1,64,0,0,1,172,25.0,,27,0,4,4,29,36108
5459,0,0,3,4,8,1,4,4067,1,18,0,0,1,103,26.0,2007.0,22,0,2,4,24,27080
5460,0,0,1,4,8,3,2,5160,1,58,0,0,1,256,30.0,,27,1,1,3,25,35089
5461,1,0,1,4,6,0,4,6169,1,15,0,0,0,214,43.0,2015.0,11,0,4,1,25,14084
5462,0,1,3,3,5,0,3,5316,1,63,0,0,0,89,15.0,2004.0,35,0,2,6,11,44109
5463,0,0,1,5,1,0,2,6138,0,28,0,0,1,201,24.0,,9,0,1,2,28,13144
5464,0,2,3,5,3,1,4,4387,0,57,1,0,1,108,53.0,2018.0,8,0,4,6,8,10102
5465,0,2,2,0,0,0,4,6860,0,42,0,0,0,264,21.0,,6,0,3,1,16,7131
5466,0,0,3,4,2,0,2,4805,1,50,0,0,1,229,33.0,,24,0,1,5,24,32097
5467,1,1,2,1,6,4,4,8470,0,68,0,1,1,56,32.0,,4,1,4,2,32,6055
5468,0,2,1,0,4,1,2,7142,1,55,0,0,1,148,40.0,2021.0,5,0,2,2,21,6063
5469,0,1,3,3,4,3,1,5193,0,60,1,0,1,113,22.0,,11,0,4,2,11,14130
5470,0,0,1,5,3,0,3,5602,1,15,0,0,1,87,19.0,2003.0,25,0,3,3,28,29119
5471,0,0,1,5,4,0,2,4223,0,18,0,0,1,193,37.0,2022.0,0,0,5,0,28,7107
5472,0,0,1,5,4,4,4,4564,0,24,0,0,0,174,28.0,2011.0,20,0,2,4,28,23106
5473,0,0,3,4,1,0,3,4706,0,17,0,0,0,262,38.0,,25,1,1,2,10,32066
5474,0,2,1,5,8,1,3,6289,0,15,0,0,1,139,23.0,1999.0,22,0,4,6,8,28080
5475,0,1,1,2,6,2,3,3976,1,23,0,0,0,171,20.0,,11,0,3,6,27,13062
5476,0,1,2,1,5,4,2,6222,0,30,0,0,1,69,28.0,,17,1,0,2,32,22148
5477,0,2,1,0,0,0,2,6361,0,45,0,0,1,147,33.0,,38,0,3,4,21,47089
5478,0,1,3,3,3,0,4,5218,1,35,0,0,0,243,40.0,2018.0,10,0,0,2,11,13075
5479,0,0,3,5,7,0,5,7745,0,25,0,0,1,131,27.0,2019.0,5,0,0,1,23,6077
5480,0,2,2,5,5,3,2,4698,1,39,0,0,0,76,30.0,,12,0,4,6,9,15110
5481,0,0,1,4,5,0,4,5628,1,54,0,0,0,212,29.0,2004.0,19,0,0,3,17,25088
5482,0,0,2,4,3,1,2,4751,0,66,0,0,1,92,,2021.0,6,0,4,1,10,8063
5483,0,0,1,5,3,3,4,5949,0,53,0,0,1,223,25.0,,19,0,0,2,29,24115
5484,0,1,3,2,6,0,4,4723,0,62,0,0,1,232,24.0,2010.0,18,1,2,2,27,24118
5485,0,0,2,5,0,3,2,5597,1,69,0,0,1,232,32.0,,22,0,0,3,29,28119
5486,1,1,2,2,3,0,3,3814,0,69,0,0,1,162,45.0,2006.0,24,0,4,6,19,32067
5487,0,0,1,5,8,0,2,4402,1,65,0,0,1,75,23.0,2007.0,28,1,1,3,28,36082
5488,0,1,2,1,5,0,4,5701,1,70,0,0,0,250,21.0,2014.0,18,0,0,4,12,26069
5489,0,0,1,5,0,1,2,4671,0,42,0,0,1,151,35.0,,22,0,3,3,28,27094
5490,0,1,1,1,8,3,3,5217,1,41,0,0,0,165,24.0,,8,0,3,1,12,10145
5491,0,0,1,5,4,0,2,6555,0,53,0,0,1,242,31.0,2021.0,4,0,2,1,23,4101
5492,0,1,3,1,3,0,4,4265,0,26,0,0,1,268,33.0,2017.0,5,0,2,4,12,6059
5493,0,0,1,5,0,0,3,3272,0,48,1,0,1,143,31.0,,25,0,3,4,23,29121
5494,0,2,2,0,4,0,4,4976,0,37,0,0,1,137,24.0,2020.0,8,0,2,2,21,9079
5495,0,1,3,3,3,0,4,6239,1,15,0,0,0,148,20.0,,24,0,2,2,26,28113
5496,0,0,1,5,7,0,4,4190,1,15,0,0,0,204,31.0,2009.0,16,0,3,4,29,19073
5497,0,0,1,5,6,3,2,7032,1,59,0,0,1,254,38.0,,4,0,3,1,6,5056
5498,0,0,3,5,7,0,3,4275,1,50,0,0,0,102,22.0,2017.0,12,0,3,2,23,16103
5499,0,2,3,0,2,0,5,4152,1,42,1,0,1,256,,,23,0,3,3,3,26078
5500,0,1,3,3,5,0,4,4835,0,43,0,0,1,110,23.0,1998.0,35,0,3,4,11,43133
5501,0,1,1,3,0,2,2,7014,0,64,0,0,1,245,,,5,0,3,2,26,5068
5502,0,1,3,2,2,2,4,3977,1,63,0,0,1,108,25.0,,5,0,2,1,19,6070
5503,0,2,2,0,5,0,2,4493,1,69,0,0,0,168,16.0,2005.0,29,1,2,5,21,37070
5504,0,0,3,4,3,0,4,5841,0,60,0,0,1,135,25.0,2000.0,22,1,3,4,10,29070
5505,0,1,2,3,7,1,4,5158,1,29,0,0,0,206,22.0,2000.0,33,1,1,4,26,43087
5506,0,1,2,2,7,0,2,2579,0,26,1,1,1,69,30.0,2017.0,21,1,4,6,19,30143
5507,0,1,2,2,6,2,2,5224,1,19,0,0,1,65,30.0,,11,1,1,4,19,15077
5508,1,1,3,2,2,0,4,4513,0,27,0,0,0,137,29.0,,5,0,3,2,19,6076
5509,0,0,2,4,1,1,2,6281,1,38,0,0,0,216,28.0,,11,0,0,1,14,15074
